CODCNSLDD,CODIGO,SEEKVIV,CODVIV,CICLO
11125  2000370000000053,68,11125  268,000000046265,2
1119   2000380000000268,874,1119   2874,000000046801,2
11122  2000380000000222,460,11122  2460,000000048497,2
11122  2000380000000222,534,11122  2534,000000048498,2
11 29  1000700000000043,45,11 29  145,000000052614,1
11 29  1000700000000043,133,11 29  1133,000000052615,1
11 42  1000050000000054,56,11 42  156,000000052752,1
11 44  1000050000000011,26,11 44  126,000000052760,1
11 44  1000050000000011,27,11 44  127,000000052761,1
11 44  1000050000000011,28,11 44  128,000000052762,1
11 44  1000050000000011,29,11 44  129,000000052763,1
11 44  1000050000000011,30,11 44  130,000000052764,1
11 44  1000050000000011,31,11 44  131,000000052765,1
11 44  1000050000000011,32,11 44  132,000000052766,1
11 44  1000050000000011,33,11 44  133,000000052767,1
11 44  1000050000000011,34,11 44  134,000000052768,1
11 44  1000050000000011,35,11 44  135,000000052769,1
11 44  1000050000000011,36,11 44  136,000000052770,1
11 44  1000050000000011,37,11 44  137,000000052771,1
11 44  1000050000000011,38,11 44  138,000000052772,1
11 44  1000050000000011,39,11 44  139,000000052773,1
11 44  1000050000000011,40,11 44  140,000000052774,1
11 44  1000050000000011,41,11 44  141,000000052775,1
11 44  1000050000000011,42,11 44  142,000000052776,1
11 44  1000050000000011,43,11 44  143,000000052777,1
11 44  1000050000000011,44,11 44  144,000000052778,1
11 44  1000050000000011,45,11 44  145,000000052779,1
11 44  1000050000000011,46,11 44  146,000000052780,1
11 44  1000050000000011,47,11 44  147,000000052781,1
11 44  1000050000000011,48,11 44  148,000000052782,1
11 44  1000050000000011,49,11 44  149,000000052783,1
11 44  1000050000000011,50,11 44  150,000000052784,1
11 44  1000050000000011,51,11 44  151,000000052785,1
11 44  1000050000000011,52,11 44  152,000000052786,1
11 44  1000050000000011,55,11 44  155,000000052787,1
11 44  1000050000000011,56,11 44  156,000000052788,1
11 44  1000050000000011,57,11 44  157,000000052789,1
11 44  1000050000000011,58,11 44  158,000000052790,1
11 44  1000050000000011,59,11 44  159,000000052791,1
11 44  1000050000000011,60,11 44  160,000000052792,1
11 44  1000050000000011,61,11 44  161,000000052793,1
11 44  1000050000000011,62,11 44  162,000000052794,1
11 44  1000050000000011,63,11 44  163,000000052795,1
11 44  1000050000000011,64,11 44  164,000000052796,1
11 44  1000050000000011,65,11 44  165,000000052797,1
11 44  1000050000000011,66,11 44  166,000000052798,1
11 44  1000050000000011,67,11 44  167,000000052799,1
11 44  1000050000000011,68,11 44  168,000000052800,1
11 44  1000050000000011,69,11 44  169,000000052801,1
11 44  1000050000000011,70,11 44  170,000000052802,1
11 44  1000050000000011,71,11 44  171,000000052803,1
11 44  1000050000000011,72,11 44  172,000000052804,1
11 44  1000050000000011,73,11 44  173,000000052805,1
11 81  1000730000000067,2,11 81  12,000000053081,1
11 81  1000730000000067,84,11 81  184,000000053082,1
11 81  1000730000000067,165,11 81  1165,000000053083,1
11 13  1000730000000059,122,11 13  1122,000000053315,1
11 71  1000730000000048,144,11 71  1144,000000053376,1
11 79  1000700000000039,179,11 79  1179,000000053594,1
11 79  1000700000000039,187A,11 79  1187A,000000053595,1
11 74  1000750000000013,548,11 74  1548,000000053604,1
11 10  1000550000000044,219,11 10  1219,000000054459,1
11 44  2000370000000014,26,11 44  226,000000055234,2
11 44  2000370000000014,27,11 44  227,000000055235,2
11 44  2000370000000014,28,11 44  228,000000055236,2
11 44  2000370000000014,29,11 44  229,000000055237,2
11 44  2000370000000014,30,11 44  230,000000055238,2
11 44  2000370000000014,31,11 44  231,000000055239,2
11 44  2000370000000014,32,11 44  232,000000055240,2
11 44  2000370000000014,33,11 44  233,000000055241,2
11 44  2000370000000014,34,11 44  234,000000055242,2
11 44  2000370000000014,35,11 44  235,000000055243,2
11 44  2000370000000014,36,11 44  236,000000055244,2
11 44  2000370000000014,37,11 44  237,000000055245,2
11 44  2000370000000014,38,11 44  238,000000055246,2
11 44  2000370000000014,39,11 44  239,000000055247,2
11 44  2000370000000014,40,11 44  240,000000055248,2
11 44  2000370000000014,41,11 44  241,000000055249,2
11 44  2000370000000014,42,11 44  242,000000055250,2
11 44  2000370000000014,43,11 44  243,000000055251,2
11 44  2000370000000014,44,11 44  244,000000055252,2
11 44  2000370000000014,45,11 44  245,000000055253,2
11 44  2000370000000014,46,11 44  246,000000055254,2
11 44  2000370000000014,47,11 44  247,000000055255,2
11 44  2000370000000014,48,11 44  248,000000055256,2
11 44  2000370000000014,49,11 44  249,000000055257,2
11 44  2000370000000014,50,11 44  250,000000055258,2
11 44  2000370000000014,51,11 44  251,000000055259,2
11 44  2000370000000014,52,11 44  252,000000055260,2
11 44  2000370000000014,56,11 44  256,000000055261,2
11 44  2000370000000014,57,11 44  257,000000055262,2
11 44  2000370000000014,58,11 44  258,000000055263,2
11 44  2000370000000014,59,11 44  259,000000055264,2
11 44  2000370000000014,60,11 44  260,000000055265,2
11 44  2000370000000014,61,11 44  261,000000055266,2
11 44  2000370000000014,62,11 44  262,000000055267,2
11 44  2000370000000014,63,11 44  263,000000055268,2
11 44  2000370000000014,64,11 44  264,000000055269,2
11 44  2000370000000014,65,11 44  265,000000055270,2
11 44  2000370000000014,66,11 44  266,000000055271,2
11 44  2000370000000014,67,11 44  267,000000055272,2
11 44  2000370000000014,69,11 44  269,000000055273,2
11 44  2000370000000014,70,11 44  270,000000055274,2
11 44  2000370000000014,71,11 44  271,000000055275,2
11 44  2000370000000014,72,11 44  272,000000055276,2
11 44  2000370000000014,73,11 44  273,000000055277,2
11 81  2000430000000055,2,11 81  22,000000055336,2
11 71  2000380000000047,179,11 71  2179,000000055805,2
11 74  2000380000000017,548,11 74  2548,000000055809,2
11 10  2000380000000041,219,11 10  2219,000000055840,2
6801   1000370000000015,11,6801   111,000000056409,1
6801   1000370000000015,12,6801   112,000000056410,1
6801   1000370000000015,16,6801   116,000000056411,1
6801   1000370000000015,33,6801   133,000000056412,1
6801   1000370000000015,51,6801   151,000000056413,1
6801   1000370000000015,54,6801   154,000000056414,1
6801   1000370000000015,55,6801   155,000000056415,1
6801   1000370000000015,76,6801   176,000000056416,1
