CODCNSLDD,CODIGO,SEEKVIV,CODVIV,CICLO
15 9   1000180000000025,1A,15 9   11A,000000007416,1
15 9   1000180000000025,52,15 9   152,000000007417,1
15 9   1000180000000025,53,15 9   153,000000007418,1
15 9   1000180000000025,54,15 9   154,000000007419,1
15 9   1000180000000025,65,15 9   165,000000007420,1
15 9   1000180000000025,85,15 9   185,000000007421,1
15 9   1000180000000025,105,15 9   1105,000000007422,1
15 9   1000180000000025,111,15 9   1111,000000007423,1
15 9   1000180000000025,113,15 9   1113,000000007424,1
15 9   1000180000000025,114,15 9   1114,000000007425,1
15 9   1000180000000025,115,15 9   1115,000000007426,1
15 9   1000180000000025,117,15 9   1117,000000007427,1
15 9   1000180000000025,121,15 9   1121,000000007428,1
15 9   1000180000000025,122,15 9   1122,000000007429,1
15 20  1000090000000022,1,15 20  11,000000007736,1
15 20  1000090000000022,26,15 20  126,000000007737,1
15 20  1000090000000022,28,15 20  128,000000007738,1
15 20  1000090000000022,36A,15 20  136A,000000007739,1
15 21  1000090000000035,1,15 21  11,000000007768,1
15 21  1000090000000035,2,15 21  12,000000007769,1
15 21  1000090000000035,3,15 21  13,000000007770,1
15 21  1000090000000035,4,15 21  14,000000007771,1
15 21  1000090000000035,5,15 21  15,000000007772,1
15 21  1000090000000035,6,15 21  16,000000007773,1
15 21  1000090000000035,7,15 21  17,000000007774,1
15 21  1000090000000035,8,15 21  18,000000007775,1
15 21  1000090000000035,9,15 21  19,000000007776,1
15 21  1000090000000035,11,15 21  111,000000007777,1
15 21  1000090000000035,12,15 21  112,000000007778,1
15 21  1000090000000035,15,15 21  115,000000007779,1
15 21  1000090000000035,16,15 21  116,000000007780,1
15 21  1000090000000035,18,15 21  118,000000007781,1
15 21  1000090000000035,19,15 21  119,000000007782,1
15 21  1000090000000035,20,15 21  120,000000007783,1
15 21  1000090000000035,21,15 21  121,000000007784,1
15 21  1000090000000035,22,15 21  122,000000007785,1
15 21  1000090000000035,23,15 21  123,000000007786,1
15 21  1000090000000035,24,15 21  124,000000007787,1
15 21  1000090000000035,25,15 21  125,000000007788,1
15 21  1000090000000035,27,15 21  127,000000007789,1
15 21  1000090000000035,30,15 21  130,000000007790,1
15 21  1000090000000035,31,15 21  131,000000007791,1
15 21  1000090000000035,32,15 21  132,000000007792,1
15 21  1000090000000035,33,15 21  133,000000007793,1
15 21  1000090000000035,40,15 21  140,000000007794,1
15 21  1000090000000035,41,15 21  141,000000007795,1
15 21  1000090000000035,42,15 21  142,000000007796,1
15 21  1000090000000035,44,15 21  144,000000007797,1
15 21  1000090000000035,47,15 21  147,000000007798,1
15 21  1000090000000035,48,15 21  148,000000007799,1
15 21  1000090000000035,50,15 21  150,000000007800,1
15 21  1000090000000035,52,15 21  152,000000007801,1
15 21  1000090000000035,53,15 21  153,000000007802,1
15 21  1000090000000035,54,15 21  154,000000007803,1
15 21  1000090000000035,56,15 21  156,000000007804,1
15 23  1000020000000007,2,15 23  12,000000007921,1
15 23  1000020000000007,6,15 23  16,000000007922,1
15 23  1000020000000007,9,15 23  19,000000007923,1
15 23  1000020000000007,13,15 23  113,000000007924,1
15 23  1000020000000007,17,15 23  117,000000007925,1
15 23  1000020000000007,18,15 23  118,000000007926,1
15 23  1000020000000007,19,15 23  119,000000007927,1
15 23  1000020000000007,20,15 23  120,000000007928,1
15 23  1000020000000007,21,15 23  121,000000007929,1
15 23  1000020000000007,22,15 23  122,000000007930,1
15 23  1000020000000007,23,15 23  123,000000007931,1
15 23  1000020000000007,24,15 23  124,000000007932,1
15 23  1000020000000007,25,15 23  125,000000007933,1
15 23  1000020000000007,26,15 23  126,000000007934,1
15 23  1000020000000007,27,15 23  127,000000007935,1
15 23  1000020000000007,28,15 23  128,000000007936,1
15 23  1000020000000007,29,15 23  129,000000007937,1
15 23  1000020000000007,30,15 23  130,000000007938,1
15 23  1000020000000007,31,15 23  131,000000007940,1
15 23  1000020000000007,32,15 23  132,000000007939,1
15 23  1000020000000007,33,15 23  133,000000007941,1
15 23  1000020000000007,34,15 23  134,000000007942,1
15 23  1000020000000007,35,15 23  135,000000007943,1
15 23  1000020000000007,36,15 23  136,000000007944,1
15 23  1000120000000008,37,15 23  137,000000007945,1
15 23  1000120000000008,38,15 23  138,000000007946,1
15 23  1000120000000008,39,15 23  139,000000007947,1
15 23  1000120000000008,40,15 23  140,000000007948,1
15 23  1000120000000008,41,15 23  141,000000007949,1
15 23  1000120000000008,42,15 23  142,000000007950,1
15 23  1000120000000008,43,15 23  143,000000007951,1
15 23  1000120000000008,44,15 23  144,000000007952,1
15 23  1000120000000008,45,15 23  145,000000007953,1
15 23  1000120000000008,46,15 23  146,000000007954,1
15 23  1000120000000008,47,15 23  147,000000007955,1
15 23  1000120000000008,48,15 23  148,000000007956,1
15 23  1000120000000008,49,15 23  149,000000007957,1
15 23  1000120000000008,50,15 23  150,000000007958,1
15 23  1000120000000008,51,15 23  151,000000007959,1
15 23  1000120000000008,52,15 23  152,000000007960,1
15 23  1000120000000008,53,15 23  153,000000007961,1
15 23  1000120000000008,54,15 23  154,000000007962,1
15 23  1000120000000008,55,15 23  155,000000007963,1
15 23  1000120000000008,56,15 23  156,000000007964,1
15 23  1000120000000008,58,15 23  158,000000007965,1
15 23  1000120000000008,59,15 23  159,000000007966,1
15 23  1000120000000008,60,15 23  160,000000007967,1
15 23  1000120000000008,61,15 23  161,000000007968,1
15 23  1000060000000009,62,15 23  162,000000007969,1
15 23  1000060000000009,63,15 23  163,000000007970,1
15 23  1000060000000009,64,15 23  164,000000007971,1
15 23  1000060000000009,65,15 23  165,000000007972,1
15 23  1000060000000009,66,15 23  166,000000007973,1
15 23  1000060000000009,68,15 23  168,000000007974,1
15 23  1000060000000009,69,15 23  169,000000007975,1
15 23  1000060000000009,70,15 23  170,000000007976,1
15 23  1000060000000009,71,15 23  171,000000007977,1
15 23  1000060000000009,72,15 23  172,000000007978,1
15 23  1000060000000009,73,15 23  173,000000007979,1
15 23  1000060000000009,74,15 23  174,000000007980,1
15 23  1000060000000009,75,15 23  175,000000007981,1
15 23  1000060000000009,76,15 23  176,000000007982,1
15 23  1000060000000009,77,15 23  177,000000007983,1
15 23  1000060000000009,78,15 23  178,000000007984,1
15 23  1000060000000009,79,15 23  179,000000007985,1
15 23  1000060000000009,80,15 23  180,000000007986,1
15 23  1000060000000009,81,15 23  181,000000007987,1
15 23  1000060000000009,82,15 23  182,000000007988,1
15 23  1000060000000009,83,15 23  183,000000007989,1
15 23  1000060000000009,84,15 23  184,000000007990,1
15 23  1000060000000009,85,15 23  185,000000007991,1
15 23  1000060000000009,86,15 23  186,000000007992,1
15 23  1000060000000009,87,15 23  187,000000007993,1
15 23  1000140000000010,88,15 23  188,000000007994,1
15 23  1000140000000010,89,15 23  189,000000007995,1
15 23  1000140000000010,90,15 23  190,000000007996,1
15 23  1000140000000010,91,15 23  191,000000007997,1
15 23  1000140000000010,92,15 23  192,000000007998,1
15 23  1000140000000010,93,15 23  193,000000007999,1
15 23  1000140000000010,94,15 23  194,000000008000,1
15 23  1000140000000010,95,15 23  195,000000008001,1
15 23  1000140000000010,96,15 23  196,000000008002,1
15 23  1000140000000010,97,15 23  197,000000008003,1
15 23  1000140000000010,98,15 23  198,000000008004,1
15 23  1000140000000010,99,15 23  199,000000008005,1
15 23  1000140000000010,100,15 23  1100,000000008006,1
15 23  1000140000000010,101,15 23  1101,000000008007,1
15 23  1000140000000010,102,15 23  1102,000000008008,1
15 23  1000140000000010,103,15 23  1103,000000008009,1
15 23  1000140000000010,104,15 23  1104,000000008010,1
15 23  1000140000000010,105,15 23  1105,000000008011,1
15 23  1000140000000010,106,15 23  1106,000000008012,1
15 23  1000140000000010,107,15 23  1107,000000008013,1
15 23  1000140000000010,108,15 23  1108,000000008014,1
15 23  1000140000000010,109,15 23  1109,000000008015,1
15 23  1000140000000010,110,15 23  1110,000000008016,1
15 23  1000140000000010,111,15 23  1111,000000008017,1
15 23  1000140000000010,112,15 23  1112,000000008018,1
15 4   1000200000000046,15,15 4   115,000000008028,1
15 4   1000200000000046,27,15 4   127,000000008029,1
15 4   1000200000000046,28,15 4   128,000000008030,1
15 4   1000200000000046,32,15 4   132,000000008031,1
15 4   1000200000000046,39,15 4   139,000000008032,1
15 4   1000200000000046,46,15 4   146,000000008033,1
15 4   1000200000000046,47,15 4   147,000000008034,1
15 4   1000200000000046,51,15 4   151,000000008035,1
15 4   1000200000000046,59,15 4   159,000000008036,1
15 4   1000200000000046,60,15 4   160,000000008037,1
15 4   1000200000000046,76,15 4   176,000000008038,1
15 4   1000200000000046,94,15 4   194,000000008039,1
15 4   1000200000000046,143,15 4   1143,000000008040,1
15 4   1000200000000046,144,15 4   1144,000000008041,1
15 4   1000200000000046,147,15 4   1147,000000008042,1
15 10  1000180000000031,1,15 10  11,000000008049,1
15 10  1000180000000031,3,15 10  13,000000008050,1
15 10  1000180000000031,10,15 10  110,000000008051,1
15 10  1000180000000031,13,15 10  113,000000008052,1
15 10  1000180000000031,18,15 10  118,000000008053,1
15 10  1000180000000031,19,15 10  119,000000008054,1
15 10  1000180000000031,20,15 10  120,000000008055,1
15 10  1000180000000031,57,15 10  157,000000008056,1
15 10  1000180000000031,76,15 10  176,000000008057,1
15 7   1000030000000059,13,15 7   113,000000008084,1
15 7   1000030000000059,23,15 7   123,000000008085,1
15 7   1000030000000059,32A,15 7   132A,000000008086,1
15 7   1000030000000059,38,15 7   138,000000008087,1
15 7   1000030000000059,39,15 7   139,000000008088,1
15 7   1000030000000059,42,15 7   142,000000008089,1
15 7   1000030000000059,57,15 7   157,000000008090,1
15 7   1000030000000059,62,15 7   162,000000008091,1
15 7   1000030000000059,70,15 7   170,000000008092,1
15 7   1000030000000059,73,15 7   173,000000008093,1
15 7   1000030000000059,74,15 7   174,000000008094,1
15 7   1000030000000059,75A,15 7   175A,000000008095,1
15 7   1000030000000059,76,15 7   176,000000008096,1
15 7   1000030000000059,94,15 7   194,000000008097,1
15 7   1000030000000059,99A,15 7   199A,000000008098,1
15 7   1000030000000059,100,15 7   1100,000000008099,1
15 7   1000050000000060,101,15 7   1101,000000008100,1
15 7   1000050000000060,102,15 7   1102,000000008101,1
15 7   1000050000000060,107,15 7   1107,000000008102,1
15 7   1000050000000060,113,15 7   1113,000000008103,1
15 7   1000050000000060,123,15 7   1123,000000008104,1
15 7   1000050000000060,124,15 7   1124,000000008105,1
15 7   1000050000000060,125,15 7   1125,000000008106,1
15 7   1000050000000060,151,15 7   1151,000000008107,1
15 7   1000050000000060,153,15 7   1153,000000008108,1
15 7   1000050000000060,140A,15 7   1140A,000000008109,1
15 7   1000050000000060,157,15 7   1157,000000008110,1
15 7   1000050000000060,160,15 7   1160,000000008111,1
15 7   1000050000000060,170,15 7   1170,000000008112,1
15 7   1000050000000060,181,15 7   1181,000000008113,1
15 7   1000050000000060,182,15 7   1182,000000008114,1
15 7   1000050000000060,194,15 7   1194,000000008115,1
15 21  1000120000000036,57,15 21  157,000000008130,1
15 21  1000120000000036,61,15 21  161,000000008131,1
15 21  1000120000000036,62,15 21  162,000000008132,1
15 21  1000120000000036,64,15 21  164,000000008133,1
15 21  1000120000000036,66,15 21  166,000000008134,1
15 21  1000120000000036,67,15 21  167,000000008135,1
15 21  1000120000000036,70,15 21  170,000000008136,1
15 21  1000120000000036,74,15 21  174,000000008137,1
15 21  1000120000000036,77,15 21  177,000000008138,1
15 21  1000120000000036,79,15 21  179,000000008139,1
15 21  1000120000000036,89,15 21  189,000000008140,1
15 21  1000120000000036,90,15 21  190,000000008141,1
15 21  1000120000000036,91,15 21  191,000000008142,1
15 21  1000120000000036,92,15 21  192,000000008143,1
15 21  1000120000000036,96,15 21  196,000000008144,1
15 21  1000120000000036,99,15 21  199,000000008145,1
15 21  1000120000000036,100,15 21  1100,000000008146,1
15 21  1000120000000036,101,15 21  1101,000000008147,1
15 21  1000120000000036,102,15 21  1102,000000008148,1
15 21  1000120000000036,103,15 21  1103,000000008149,1
15 21  1000120000000036,104,15 21  1104,000000008150,1
15 21  1000120000000036,112,15 21  1112,000000008151,1
15 21  1000120000000036,113,15 21  1113,000000008152,1
15 21  1000120000000036,114,15 21  1114,000000008153,1
15 21  1000120000000036,118,15 21  1118,000000008154,1
15 21  1000120000000036,119,15 21  1119,000000008155,1
15 21  1000120000000036,121,15 21  1121,000000008156,1
15 21  1000120000000036,123,15 21  1123,000000008157,1
15 21  1000120000000036,126,15 21  1126,000000008158,1
15 21  1000120000000036,128,15 21  1128,000000008159,1
15 21  1000120000000036,129,15 21  1129,000000008160,1
15 21  1000120000000036,131,15 21  1131,000000008161,1
15 21  1000120000000036,137,15 21  1137,000000008162,1
15 21  1000120000000036,138,15 21  1138,000000008163,1
15 21  1000120000000036,139,15 21  1139,000000008164,1
15 21  1000120000000036,144,15 21  1144,000000008165,1
15 21  1000120000000036,145,15 21  1145,000000008166,1
15 21  1000120000000036,146,15 21  1146,000000008167,1
15 21  1000120000000036,147,15 21  1147,000000008168,1
15 21  1000130000000037,152,15 21  1152,000000008169,1
15 21  1000130000000037,153,15 21  1153,000000008170,1
15 21  1000130000000037,154,15 21  1154,000000008171,1
15 21  1000130000000037,155,15 21  1155,000000008172,1
15 21  1000130000000037,158,15 21  1158,000000008173,1
15 21  1000130000000037,159,15 21  1159,000000008174,1
15 21  1000130000000037,164,15 21  1164,000000008175,1
15 21  1000130000000037,165,15 21  1165,000000008176,1
15 21  1000130000000037,173,15 21  1173,000000008177,1
15 21  1000130000000037,174,15 21  1174,000000008178,1
15 21  1000130000000037,175,15 21  1175,000000008179,1
15 21  1000130000000037,176,15 21  1176,000000008180,1
15 21  1000130000000037,177,15 21  1177,000000008181,1
15 21  1000130000000037,178,15 21  1178,000000008182,1
15 21  1000130000000037,179,15 21  1179,000000008183,1
15 21  1000130000000037,180,15 21  1180,000000008184,1
15 21  1000130000000037,181,15 21  1181,000000008185,1
15 21  1000130000000037,182,15 21  1182,000000008186,1
15 21  1000130000000037,183,15 21  1183,000000008187,1
15 21  1000130000000037,184,15 21  1184,000000008188,1
15 21  1000130000000037,185,15 21  1185,000000008189,1
15 21  1000130000000037,186,15 21  1186,000000008190,1
15 21  1000130000000037,187,15 21  1187,000000008191,1
15 21  1000130000000037,188,15 21  1188,000000008192,1
15 21  1000130000000037,189,15 21  1189,000000008193,1
15 21  1000130000000037,190,15 21  1190,000000008194,1
15 21  1000130000000037,191,15 21  1191,000000008195,1
15 21  1000130000000037,192,15 21  1192,000000008196,1
15 21  1000130000000037,193,15 21  1193,000000008197,1
15 21  1000130000000037,194,15 21  1194,000000008198,1
15 21  1000130000000037,195,15 21  1195,000000008199,1
15 21  1000130000000037,196,15 21  1196,000000008200,1
15 21  1000130000000037,197,15 21  1197,000000008201,1
15 21  1000130000000037,198,15 21  1198,000000008202,1
15 21  1000130000000037,199,15 21  1199,000000008203,1
15 21  1000130000000037,200,15 21  1200,000000008204,1
15 21  1000130000000037,201,15 21  1201,000000008205,1
15 21  1000130000000037,202,15 21  1202,000000008206,1
15 21  1000060000000038,204,15 21  1204,000000008209,1
15 21  1000060000000038,205,15 21  1205,000000008210,1
15 21  1000060000000038,206,15 21  1206,000000008211,1
15 21  1000060000000038,211,15 21  1211,000000008212,1
15 21  1000060000000038,212,15 21  1212,000000008213,1
15 21  1000060000000038,213,15 21  1213,000000008214,1
15 21  1000060000000038,214,15 21  1214,000000008215,1
15 21  1000060000000038,215,15 21  1215,000000008216,1
15 21  1000060000000038,216,15 21  1216,000000008217,1
15 21  1000060000000038,219,15 21  1219,000000008218,1
15 21  1000060000000038,222,15 21  1222,000000008219,1
15 21  1000060000000038,223,15 21  1223,000000008220,1
15 21  1000060000000038,224,15 21  1224,000000008221,1
15 21  1000060000000038,225,15 21  1225,000000008222,1
15 21  1000060000000038,229,15 21  1229,000000008223,1
15 21  1000060000000038,230,15 21  1230,000000008224,1
15 21  1000060000000038,231,15 21  1231,000000008225,1
15 21  1000060000000038,232,15 21  1232,000000008226,1
15 21  1000060000000038,233,15 21  1233,000000008227,1
15 21  1000060000000038,236,15 21  1236,000000008228,1
15 21  1000060000000038,238,15 21  1238,000000008229,1
15 21  1000060000000038,243,15 21  1243,000000008230,1
15 21  1000060000000038,244,15 21  1244,000000008231,1
15 21  1000060000000038,245,15 21  1245,000000008232,1
15 21  1000060000000038,246,15 21  1246,000000008233,1
15 21  1000060000000038,247,15 21  1247,000000008234,1
15 21  1000060000000038,250,15 21  1250,000000008235,1
15 21  1000060000000038,253,15 21  1253,000000008236,1
15 21  1000060000000038,254,15 21  1254,000000008237,1
15 21  1000060000000038,257,15 21  1257,000000008238,1
15 21  1000060000000038,258,15 21  1258,000000008239,1
15 21  1000060000000038,260,15 21  1260,000000008240,1
15 21  1000060000000038,261,15 21  1261,000000008241,1
15 21  1000060000000038,263,15 21  1263,000000008242,1
15 21  1000060000000038,264,15 21  1264,000000008243,1
15 21  1000060000000038,266,15 21  1266,000000008244,1
15 21  1000060000000038,267,15 21  1267,000000008245,1
15 8   1000200000000055,2,15 8   12,000000008258,1
15 8   1000200000000055,20,15 8   120,000000008259,1
15 8   1000200000000055,36,15 8   136,000000008260,1
15 8   1000200000000055,55,15 8   155,000000008261,1
15 8   1000200000000055,92A,15 8   192A,000000008262,1
15 8   1000200000000055,93,15 8   193,000000008263,1
15 8   1000200000000055,107,15 8   1107,000000008264,1
15 8   1000200000000055,109,15 8   1109,000000008265,1
15 8   1000200000000055,115,15 8   1115,000000008266,1
15 8   1000200000000055,117,15 8   1117,000000008267,1
15 8   1000200000000055,126,15 8   1126,000000008268,1
15 8   1000030000000056,127,15 8   1127,000000008269,1
15 8   1000030000000056,129,15 8   1129,000000008270,1
15 8   1000030000000056,137,15 8   1137,000000008271,1
15 8   1000030000000056,139,15 8   1139,000000008272,1
15 8   1000030000000056,154,15 8   1154,000000008273,1
15 8   1000030000000056,169,15 8   1169,000000008274,1
15 8   1000030000000056,173,15 8   1173,000000008275,1
15 8   1000030000000056,174,15 8   1174,000000008276,1
15 8   1000030000000056,182,15 8   1182,000000008277,1
15 8   1000030000000056,183,15 8   1183,000000008278,1
15 8   1000030000000056,184,15 8   1184,000000008279,1
15 8   1000030000000056,185,15 8   1185,000000008280,1
15 8   1000050000000057,186,15 8   1186,000000008281,1
15 8   1000050000000057,187,15 8   1187,000000008282,1
15 8   1000050000000057,188,15 8   1188,000000008283,1
15 8   1000050000000057,189,15 8   1189,000000008284,1
15 8   1000050000000057,190,15 8   1190,000000008285,1
15 8   1000050000000057,191,15 8   1191,000000008286,1
15 8   1000050000000057,192,15 8   1192,000000008287,1
15 8   1000050000000057,193,15 8   1193,000000008288,1
15 8   1000050000000057,194,15 8   1194,000000008289,1
15 8   1000050000000057,195,15 8   1195,000000008290,1
15 8   1000050000000057,196,15 8   1196,000000008291,1
15 8   1000050000000057,197,15 8   1197,000000008292,1
15 19  1000060000000009,13,15 19  113,000000008313,1
15 19  1000060000000009,20,15 19  120,000000008314,1
15 19  1000060000000009,24,15 19  124,000000008315,1
15 19  1000060000000009,30,15 19  130,000000008316,1
15 19  1000060000000009,32,15 19  132,000000008317,1
15 19  1000060000000009,34,15 19  134,000000008318,1
15 19  1000060000000009,36,15 19  136,000000008319,1
15 19  1000090000000010,41,15 19  141,000000008320,1
15 19  1000090000000010,44,15 19  144,000000008321,1
15 19  1000090000000010,45,15 19  145,000000008322,1
15 19  1000090000000010,46,15 19  146,000000008323,1
15 19  1000090000000010,54,15 19  154,000000008324,1
15 19  1000090000000010,59,15 19  159,000000008325,1
15 3   1000020000000018,1,15 3   11,000000008333,1
15 3   1000020000000018,6,15 3   16,000000008334,1
15 3   1000020000000018,8,15 3   18,000000008335,1
15 3   1000020000000018,20,15 3   120,000000008336,1
15 3   1000200000000019,28,15 3   128,000000008337,1
15 3   1000200000000019,34,15 3   134,000000008338,1
15 3   1000200000000019,35,15 3   135,000000008339,1
15 3   1000200000000019,45,15 3   145,000000008340,1
15 3   1000200000000019,46,15 3   146,000000008341,1
15 3   1000200000000019,48,15 3   148,000000008342,1
15 3   1000200000000019,51,15 3   151,000000008343,1
15 3   1000200000000019,56,15 3   156,000000008344,1
15 3   1000030000000020,58,15 3   158,000000008345,1
15 3   1000030000000020,68,15 3   168,000000008346,1
15 3   1000030000000020,71,15 3   171,000000008347,1
15 3   1000030000000020,26A,15 3   126A,000000008348,1
15 14  1000020000000026,4,15 14  14,000000008359,1
15 14  1000020000000026,5,15 14  15,000000008360,1
15 14  1000020000000026,6,15 14  16,000000008361,1
15 14  1000020000000026,10,15 14  110,000000008362,1
15 14  1000020000000026,11,15 14  111,000000008363,1
15 14  1000020000000026,16,15 14  116,000000008364,1
15 14  1000020000000026,18,15 14  118,000000008365,1
15 14  1000020000000026,19,15 14  119,000000008366,1
15 14  1000020000000026,20,15 14  120,000000008367,1
15 14  1000020000000026,21,15 14  121,000000008368,1
15 14  1000020000000026,22,15 14  122,000000008369,1
15 14  1000020000000026,24,15 14  124,000000008370,1
15 14  1000020000000026,25,15 14  125,000000008371,1
15 14  1000020000000026,26,15 14  126,000000008372,1
15 14  1000020000000026,27,15 14  127,000000008373,1
15 14  1000020000000026,36,15 14  136,000000008374,1
15 14  1000020000000026,38,15 14  138,000000008375,1
15 14  1000020000000026,42,15 14  142,000000008376,1
15 14  1000020000000026,50,15 14  150,000000008377,1
15 14  1000020000000026,51,15 14  151,000000008378,1
15 14  1000020000000026,52,15 14  152,000000008379,1
15 14  1000020000000026,54,15 14  154,000000008380,1
15 14  1000020000000026,59,15 14  159,000000008381,1
15 14  1000020000000026,66,15 14  166,000000008382,1
15 14  1000020000000026,68,15 14  168,000000008383,1
15 14  1000020000000026,70,15 14  170,000000008384,1
15 14  1000020000000026,76,15 14  176,000000008385,1
15 14  1000020000000026,77,15 14  177,000000008386,1
15 14  1000020000000026,80,15 14  180,000000008387,1
15 14  1000020000000026,81,15 14  181,000000008388,1
15 14  1000020000000026,85,15 14  185,000000008389,1
15 14  1000020000000026,88,15 14  188,000000008390,1
15 14  1000020000000026,89,15 14  189,000000008391,1
15 14  1000020000000026,94,15 14  194,000000008392,1
15 14  1000020000000026,96,15 14  196,000000008393,1
15 14  1000020000000026,97,15 14  197,000000008394,1
15 14  1000020000000026,98,15 14  198,000000008395,1
15 14  1000020000000026,101,15 14  1101,000000008396,1
15 14  1000020000000026,102,15 14  1102,000000008397,1
15 14  1000020000000026,103,15 14  1103,000000008398,1
15 14  1000020000000026,104,15 14  1104,000000008399,1
15 14  1000020000000026,105,15 14  1105,000000008400,1
15 14  1000020000000026,107,15 14  1107,000000008401,1
15 14  1000020000000026,108,15 14  1108,000000008402,1
15 14  1000020000000026,112,15 14  1112,000000008403,1
15 14  1000020000000026,113,15 14  1113,000000008404,1
15 14  1000020000000026,114,15 14  1114,000000008405,1
15 14  1000020000000026,115,15 14  1115,000000008406,1
15 14  1000020000000026,116,15 14  1116,000000008407,1
15 14  1000020000000026,117,15 14  1117,000000008408,1
15 14  1000020000000026,118,15 14  1118,000000008409,1
15 14  1000020000000026,120,15 14  1120,000000008410,1
15 14  1000020000000026,122,15 14  1122,000000008411,1
15 14  1000020000000026,123,15 14  1123,000000008412,1
15 14  1000020000000026,124,15 14  1124,000000008413,1
15 14  1000020000000026,125,15 14  1125,000000008414,1
15 14  1000020000000026,126,15 14  1126,000000008415,1
15 14  1000020000000026,128,15 14  1128,000000008416,1
15 14  1000020000000026,129,15 14  1129,000000008417,1
15 14  1000020000000026,130,15 14  1130,000000008418,1
15 14  1000020000000026,131,15 14  1131,000000008419,1
15 14  1000020000000026,132,15 14  1132,000000008420,1
15 14  1000020000000026,133,15 14  1133,000000008421,1
15 14  1000020000000026,134,15 14  1134,000000008422,1
15 14  1000020000000026,135,15 14  1135,000000008423,1
15 14  1000020000000026,136,15 14  1136,000000008424,1
15 14  1000020000000026,139,15 14  1139,000000008425,1
15 14  1000020000000026,143,15 14  1143,000000008426,1
15 14  1000020000000026,148,15 14  1148,000000008427,1
15 14  1000020000000026,150,15 14  1150,000000008428,1
15 14  1000020000000026,151,15 14  1151,000000008429,1
15 14  1000030000000027,153,15 14  1153,000000008430,1
15 14  1000030000000027,154,15 14  1154,000000008431,1
15 14  1000030000000027,155,15 14  1155,000000008432,1
15 14  1000030000000027,156,15 14  1156,000000008433,1
15 14  1000030000000027,158,15 14  1158,000000008434,1
15 14  1000030000000027,159,15 14  1159,000000008435,1
15 14  1000030000000027,161,15 14  1161,000000008436,1
15 14  1000030000000027,162,15 14  1162,000000008437,1
15 14  1000030000000027,164,15 14  1164,000000008438,1
15 14  1000030000000027,165,15 14  1165,000000008439,1
15 14  1000030000000027,166,15 14  1166,000000008440,1
15 14  1000030000000027,168,15 14  1168,000000008441,1
15 14  1000030000000027,169,15 14  1169,000000008442,1
15 14  1000030000000027,170,15 14  1170,000000008443,1
15 14  1000030000000027,171,15 14  1171,000000008444,1
15 14  1000030000000027,175,15 14  1175,000000008445,1
15 14  1000030000000027,177,15 14  1177,000000008446,1
15 14  1000030000000027,179,15 14  1179,000000008447,1
15 14  1000030000000027,183,15 14  1183,000000008448,1
15 14  1000030000000027,186,15 14  1186,000000008449,1
15 14  1000030000000027,193,15 14  1193,000000008450,1
15 14  1000030000000027,195,15 14  1195,000000008451,1
15 14  1000030000000027,200,15 14  1200,000000008452,1
15 14  1000030000000027,204,15 14  1204,000000008453,1
15 14  1000030000000027,205,15 14  1205,000000008454,1
15 14  1000030000000027,206,15 14  1206,000000008455,1
15 14  1000030000000027,209,15 14  1209,000000008456,1
15 14  1000030000000027,212,15 14  1212,000000008457,1
15 14  1000030000000027,215,15 14  1215,000000008458,1
15 14  1000030000000027,216,15 14  1216,000000008459,1
15 14  1000030000000027,217,15 14  1217,000000008460,1
15 14  1000030000000027,218,15 14  1218,000000008461,1
15 14  1000030000000027,219,15 14  1219,000000008462,1
15 14  1000030000000027,223,15 14  1223,000000008463,1
15 14  1000030000000027,228,15 14  1228,000000008464,1
15 14  1000030000000027,232,15 14  1232,000000008465,1
15 14  1000030000000027,234,15 14  1234,000000008466,1
15 14  1000030000000027,238,15 14  1238,000000008467,1
15 14  1000030000000027,242,15 14  1242,000000008468,1
15 14  1000030000000027,243,15 14  1243,000000008469,1
15 14  1000030000000027,246,15 14  1246,000000008470,1
15 14  1000030000000027,252,15 14  1252,000000008471,1
15 14  1000030000000027,255,15 14  1255,000000008472,1
15 14  1000030000000027,258,15 14  1258,000000008473,1
15 14  1000030000000027,260,15 14  1260,000000008474,1
15 14  1000030000000027,264,15 14  1264,000000008475,1
15 14  1000030000000027,265,15 14  1265,000000008476,1
15 14  1000030000000027,266,15 14  1266,000000008477,1
15 14  1000030000000027,275,15 14  1275,000000008478,1
15 14  1000030000000027,276,15 14  1276,000000008479,1
15 14  1000030000000027,280,15 14  1280,000000008480,1
15 14  1000030000000027,282,15 14  1282,000000008481,1
15 14  1000030000000027,283,15 14  1283,000000008482,1
15 14  1000030000000027,284,15 14  1284,000000008483,1
15 14  1000030000000027,286,15 14  1286,000000008484,1
15 14  1000030000000027,288,15 14  1288,000000008485,1
15 14  1000030000000027,289,15 14  1289,000000008486,1
15 14  1000030000000027,290,15 14  1290,000000008487,1
15 14  1000030000000027,291,15 14  1291,000000008488,1
15 14  1000030000000027,292,15 14  1292,000000008489,1
15 14  1000030000000027,293,15 14  1293,000000008490,1
15 14  1000030000000027,294,15 14  1294,000000008491,1
15 14  1000030000000027,296,15 14  1296,000000008492,1
15 14  1000030000000027,297,15 14  1297,000000008493,1
15 14  1000030000000027,298,15 14  1298,000000008494,1
15 14  1000030000000027,299,15 14  1299,000000008495,1
15 14  1000030000000027,301,15 14  1301,000000008496,1
15 14  1000030000000027,303,15 14  1303,000000008497,1
